name	chr	start	end	TargetGene
genic|chr20:44176712-44177580	chr20	44176712	44177580	JPH2
genic|chr20:44176669-44177573	chr20	44176669	44177573	JPH2
genic|chr20:44176710-44177574	chr20	44176710	44177574	JPH2
genic|chr20:44176707-44177591	chr20	44176707	44177591	JPH2
genic|chr20:44176707-44177579	chr20	44176707	44177579	JPH2
genic|chr20:44176703-44177588	chr20	44176703	44177588	JPH2
genic|chr20:44176702-44177844	chr20	44176702	44177844	JPH2
genic|chr20:44176699-44177580	chr20	44176699	44177580	JPH2
genic|chr20:44176693-44177581	chr20	44176693	44177581	JPH2
genic|chr20:44176691-44177578	chr20	44176691	44177578	JPH2
genic|chr20:44176690-44177605	chr20	44176690	44177605	JPH2
genic|chr20:44176685-44177593	chr20	44176685	44177593	JPH2
genic|chr20:44176680-44177560	chr20	44176680	44177560	JPH2
genic|chr20:44176676-44177580	chr20	44176676	44177580	JPH2
genic|chr20:44176710-44177602	chr20	44176710	44177602	JPH2
genic|chr20:44166410-44166910	chr20	44166410	44166910	JPH2
genic|chr20:44166409-44166909	chr20	44166409	44166909	JPH2
genic|chr20:44166405-44167313	chr20	44166405	44167313	JPH2
genic|chr20:44166404-44166904	chr20	44166404	44166904	JPH2
genic|chr20:44166400-44166900	chr20	44166400	44166900	JPH2
genic|chr20:44166399-44166899	chr20	44166399	44166899	JPH2
genic|chr20:44166398-44166898	chr20	44166398	44166898	JPH2
genic|chr20:44166396-44166896	chr20	44166396	44166896	JPH2
genic|chr20:44166395-44166895	chr20	44166395	44166895	JPH2
genic|chr20:44166390-44166890	chr20	44166390	44166890	JPH2
genic|chr20:44166388-44166888	chr20	44166388	44166888	JPH2
genic|chr20:44167735-44168235	chr20	44167735	44168235	JPH2
genic|chr20:44166384-44166884	chr20	44166384	44166884	JPH2
genic|chr20:44166382-44166882	chr20	44166382	44166882	JPH2
genic|chr20:44166381-44166881	chr20	44166381	44166881	JPH2
genic|chr20:44166372-44166872	chr20	44166372	44166872	JPH2
genic|chr20:44166353-44167061	chr20	44166353	44167061	JPH2
genic|chr20:44166351-44166851	chr20	44166351	44166851	JPH2
genic|chr20:44166059-44166917	chr20	44166059	44166917	JPH2
genic|chr20:44166017-44166889	chr20	44166017	44166889	JPH2
genic|chr20:44166004-44166898	chr20	44166004	44166898	JPH2
genic|chr20:44165998-44166898	chr20	44165998	44166898	JPH2
genic|chr20:44165993-44166912	chr20	44165993	44166912	JPH2
genic|chr20:44165942-44166890	chr20	44165942	44166890	JPH2
genic|chr20:44166385-44166885	chr20	44166385	44166885	JPH2
genic|chr20:44167708-44168208	chr20	44167708	44168208	JPH2
genic|chr20:44167705-44168205	chr20	44167705	44168205	JPH2
genic|chr20:44167704-44168204	chr20	44167704	44168204	JPH2
genic|chr20:44167700-44168200	chr20	44167700	44168200	JPH2
genic|chr20:44167698-44168198	chr20	44167698	44168198	JPH2
genic|chr20:44167693-44168193	chr20	44167693	44168193	JPH2
genic|chr20:44167687-44168187	chr20	44167687	44168187	JPH2
genic|chr20:44167683-44168183	chr20	44167683	44168183	JPH2
genic|chr20:44167669-44168242	chr20	44167669	44168242	JPH2
genic|chr20:44167668-44168168	chr20	44167668	44168168	JPH2
genic|chr20:44167628-44168128	chr20	44167628	44168128	JPH2
genic|chr20:44167259-44168149	chr20	44167259	44168149	JPH2
genic|chr20:44166411-44166911	chr20	44166411	44166911	JPH2
genic|chr20:44166496-44166996	chr20	44166496	44166996	JPH2
genic|chr20:44166470-44166970	chr20	44166470	44166970	JPH2
genic|chr20:44166462-44166962	chr20	44166462	44166962	JPH2
genic|chr20:44166461-44166961	chr20	44166461	44166961	JPH2
genic|chr20:44166439-44166939	chr20	44166439	44166939	JPH2
genic|chr20:44166435-44166935	chr20	44166435	44166935	JPH2
genic|chr20:44166434-44166934	chr20	44166434	44166934	JPH2
genic|chr20:44166433-44166933	chr20	44166433	44166933	JPH2
genic|chr20:44166427-44166927	chr20	44166427	44166927	JPH2
genic|chr20:44166424-44166924	chr20	44166424	44166924	JPH2
genic|chr20:44166418-44166918	chr20	44166418	44166918	JPH2
genic|chr20:44166413-44166913	chr20	44166413	44166913	JPH2
genic|chr20:44167248-44168162	chr20	44167248	44168162	JPH2
genic|chr20:44181518-44182018	chr20	44181518	44182018	JPH2
genic|chr20:44181516-44182016	chr20	44181516	44182016	JPH2
genic|chr20:44181514-44182014	chr20	44181514	44182014	JPH2
genic|chr20:44181513-44182013	chr20	44181513	44182013	JPH2
genic|chr20:44181512-44182012	chr20	44181512	44182012	JPH2
genic|chr20:44181504-44182004	chr20	44181504	44182004	JPH2
genic|chr20:44181501-44182152	chr20	44181501	44182152	JPH2
genic|chr20:44181500-44182000	chr20	44181500	44182000	JPH2
genic|chr20:44181498-44181998	chr20	44181498	44181998	JPH2
genic|chr20:44181496-44181996	chr20	44181496	44181996	JPH2
genic|chr20:44181491-44181991	chr20	44181491	44181991	JPH2
genic|chr20:44177060-44177560	chr20	44177060	44177560	JPH2
genic|chr20:44181484-44181984	chr20	44181484	44181984	JPH2
genic|chr20:44181476-44181976	chr20	44181476	44181976	JPH2
genic|chr20:44181308-44181808	chr20	44181308	44181808	JPH2
genic|chr20:44181304-44181804	chr20	44181304	44181804	JPH2
genic|chr20:44181290-44182032	chr20	44181290	44182032	JPH2
genic|chr20:44180864-44181364	chr20	44180864	44181364	JPH2
genic|chr20:44180842-44181342	chr20	44180842	44181342	JPH2
genic|chr20:44180834-44181334	chr20	44180834	44181334	JPH2
genic|chr20:44180825-44181325	chr20	44180825	44181325	JPH2
genic|chr20:44180823-44181323	chr20	44180823	44181323	JPH2
genic|chr20:44180809-44181309	chr20	44180809	44181309	JPH2
genic|chr20:44180808-44181308	chr20	44180808	44181308	JPH2
genic|chr20:44181486-44181986	chr20	44181486	44181986	JPH2
genic|chr20:44183208-44183708	chr20	44183208	44183708	JPH2
genic|chr20:44183205-44183705	chr20	44183205	44183705	JPH2
genic|chr20:44183204-44183704	chr20	44183204	44183704	JPH2
genic|chr20:44183203-44183703	chr20	44183203	44183703	JPH2
genic|chr20:44183194-44183694	chr20	44183194	44183694	JPH2
genic|chr20:44183192-44183692	chr20	44183192	44183692	JPH2
genic|chr20:44183189-44183689	chr20	44183189	44183689	JPH2
genic|chr20:44183188-44183688	chr20	44183188	44183688	JPH2
genic|chr20:44183187-44183687	chr20	44183187	44183687	JPH2
genic|chr20:44183185-44183685	chr20	44183185	44183685	JPH2
genic|chr20:44183182-44183682	chr20	44183182	44183682	JPH2
genic|chr20:44183176-44183676	chr20	44183176	44183676	JPH2
genic|chr20:44181519-44182019	chr20	44181519	44182019	JPH2
genic|chr20:44183141-44183641	chr20	44183141	44183641	JPH2
genic|chr20:44182404-44182904	chr20	44182404	44182904	JPH2
genic|chr20:44182339-44182839	chr20	44182339	44182839	JPH2
genic|chr20:44182338-44182838	chr20	44182338	44182838	JPH2
genic|chr20:44182152-44182832	chr20	44182152	44182832	JPH2
genic|chr20:44182129-44182837	chr20	44182129	44182837	JPH2
genic|chr20:44182127-44182627	chr20	44182127	44182627	JPH2
genic|chr20:44182121-44182621	chr20	44182121	44182621	JPH2
genic|chr20:44182117-44182617	chr20	44182117	44182617	JPH2
genic|chr20:44181587-44182087	chr20	44181587	44182087	JPH2
genic|chr20:44181533-44182033	chr20	44181533	44182033	JPH2
genic|chr20:44181529-44182029	chr20	44181529	44182029	JPH2
genic|chr20:44183172-44183672	chr20	44183172	44183672	JPH2
genic|chr20:44180726-44181226	chr20	44180726	44181226	JPH2
genic|chr20:44180490-44181333	chr20	44180490	44181333	JPH2
genic|chr20:44178716-44179216	chr20	44178716	44179216	JPH2
genic|chr20:44178700-44179200	chr20	44178700	44179200	JPH2
genic|chr20:44178688-44179188	chr20	44178688	44179188	JPH2
genic|chr20:44177200-44177700	chr20	44177200	44177700	JPH2
genic|chr20:44177165-44177665	chr20	44177165	44177665	JPH2
genic|chr20:44177152-44177652	chr20	44177152	44177652	JPH2
genic|chr20:44177127-44177627	chr20	44177127	44177627	JPH2
genic|chr20:44177114-44177614	chr20	44177114	44177614	JPH2
genic|chr20:44177105-44177605	chr20	44177105	44177605	JPH2
genic|chr20:44177101-44177601	chr20	44177101	44177601	JPH2
genic|chr20:44180807-44181307	chr20	44180807	44181307	JPH2
genic|chr20:44177092-44177592	chr20	44177092	44177592	JPH2
genic|chr20:44177090-44177590	chr20	44177090	44177590	JPH2
genic|chr20:44177088-44177588	chr20	44177088	44177588	JPH2
genic|chr20:44177087-44177587	chr20	44177087	44177587	JPH2
genic|chr20:44177086-44177586	chr20	44177086	44177586	JPH2
genic|chr20:44177084-44177584	chr20	44177084	44177584	JPH2
genic|chr20:44177083-44177583	chr20	44177083	44177583	JPH2
genic|chr20:44177081-44177581	chr20	44177081	44177581	JPH2
genic|chr20:44177077-44177577	chr20	44177077	44177577	JPH2
genic|chr20:44177067-44177567	chr20	44177067	44177567	JPH2
genic|chr20:44177063-44177563	chr20	44177063	44177563	JPH2
genic|chr20:44177061-44177561	chr20	44177061	44177561	JPH2
genic|chr20:44177094-44177594	chr20	44177094	44177594	JPH2
genic|chr20:44180806-44181306	chr20	44180806	44181306	JPH2
genic|chr20:44180804-44181304	chr20	44180804	44181304	JPH2
genic|chr20:44180803-44181303	chr20	44180803	44181303	JPH2
genic|chr20:44180802-44182000	chr20	44180802	44182000	JPH2
genic|chr20:44180802-44181302	chr20	44180802	44181302	JPH2
genic|chr20:44180801-44181301	chr20	44180801	44181301	JPH2
genic|chr20:44180796-44182025	chr20	44180796	44182025	JPH2
genic|chr20:44180796-44181296	chr20	44180796	44181296	JPH2
genic|chr20:44180793-44181293	chr20	44180793	44181293	JPH2
genic|chr20:44180789-44181289	chr20	44180789	44181289	JPH2
genic|chr20:44180785-44181285	chr20	44180785	44181285	JPH2
genic|chr20:44180783-44181283	chr20	44180783	44181283	JPH2
genic|chr20:44180732-44181232	chr20	44180732	44181232	JPH2
genic|chr20:44180777-44181277	chr20	44180777	44181277	JPH2
genic|chr20:44180775-44181275	chr20	44180775	44181275	JPH2
genic|chr20:44180770-44181629	chr20	44180770	44181629	JPH2
genic|chr20:44180759-44181259	chr20	44180759	44181259	JPH2
genic|chr20:44180758-44181258	chr20	44180758	44181258	JPH2
genic|chr20:44180756-44181256	chr20	44180756	44181256	JPH2
genic|chr20:44180747-44181247	chr20	44180747	44181247	JPH2
genic|chr20:44180743-44181243	chr20	44180743	44181243	JPH2
genic|chr20:44180737-44181237	chr20	44180737	44181237	JPH2
genic|chr20:44180736-44181236	chr20	44180736	44181236	JPH2
genic|chr20:44180735-44181235	chr20	44180735	44181235	JPH2
genic|chr20:44180733-44181233	chr20	44180733	44181233	JPH2
genic|chr20:44180782-44181282	chr20	44180782	44181282	JPH2
genic|chr22:19810781-19811281	chr22	19810781	19811281	TBX1
genic|chr22:19810215-19810715	chr22	19810215	19810715	TBX1
genic|chr22:19809018-19809518	chr22	19809018	19809518	TBX1
genic|chr22:19808986-19809486	chr22	19808986	19809486	TBX1
genic|chr22:19807896-19808396	chr22	19807896	19808396	TBX1
genic|chr22:19807784-19808284	chr22	19807784	19808284	TBX1
genic|chr22:19806221-19806721	chr22	19806221	19806721	TBX1
genic|chr22:19806157-19806657	chr22	19806157	19806657	TBX1
genic|chr22:19805812-19806312	chr22	19805812	19806312	TBX1
genic|chr22:19803902-19804402	chr22	19803902	19804402	TBX1
genic|chr22:19801909-19802409	chr22	19801909	19802409	TBX1
genic|chr20:62471037-62471537	chr20	62471037	62471537	GATA5
genic|chr22:19801386-19801886	chr22	19801386	19801886	TBX1
genic|chr22:19801331-19802481	chr22	19801331	19802481	TBX1
genic|chr22:19801008-19801508	chr22	19801008	19801508	TBX1
genic|chr22:19800985-19801485	chr22	19800985	19801485	TBX1
genic|chr22:19800919-19801419	chr22	19800919	19801419	TBX1
genic|chr22:19800882-19801382	chr22	19800882	19801382	TBX1
genic|chr22:19800775-19801275	chr22	19800775	19801275	TBX1
genic|chr22:19800768-19801268	chr22	19800768	19801268	TBX1
genic|chr22:19800229-19800729	chr22	19800229	19800729	TBX1
genic|chr22:19799724-19800224	chr22	19799724	19800224	TBX1
genic|chr22:19799377-19799877	chr22	19799377	19799877	TBX1
genic|chr22:19799221-19799721	chr22	19799221	19799721	TBX1
genic|chr22:19801556-19802056	chr22	19801556	19802056	TBX1
genic|chr22:19844361-19844861	chr22	19844361	19844861	TBX1
genic|chr22:19844281-19845024	chr22	19844281	19845024	TBX1
genic|chr22:19844053-19844981	chr22	19844053	19844981	TBX1
genic|chr22:19844046-19844889	chr22	19844046	19844889	TBX1
genic|chr22:19844046-19844799	chr22	19844046	19844799	TBX1
genic|chr22:19844018-19845099	chr22	19844018	19845099	TBX1
genic|chr22:19844017-19844790	chr22	19844017	19844790	TBX1
genic|chr22:19843967-19844467	chr22	19843967	19844467	TBX1
genic|chr22:19843794-19845028	chr22	19843794	19845028	TBX1
genic|chr22:19843449-19843949	chr22	19843449	19843949	TBX1
genic|chr22:19843192-19843692	chr22	19843192	19843692	TBX1
genic|chr22:19824389-19824889	chr22	19824389	19824889	TBX1
genic|chr22:19811718-19812585	chr22	19811718	19812585	TBX1
genic|chr22:19823695-19824195	chr22	19823695	19824195	TBX1
genic|chr22:19823249-19824601	chr22	19823249	19824601	TBX1
genic|chr22:19822854-19823354	chr22	19822854	19823354	TBX1
genic|chr22:19820728-19821228	chr22	19820728	19821228	TBX1
genic|chr22:19819061-19819561	chr22	19819061	19819561	TBX1
genic|chr22:19818312-19819524	chr22	19818312	19819524	TBX1
genic|chr22:19817746-19818246	chr22	19817746	19818246	TBX1
genic|chr22:19817681-19818181	chr22	19817681	19818181	TBX1
genic|chr22:19814173-19814673	chr22	19814173	19814673	TBX1
genic|chr22:19812339-19812839	chr22	19812339	19812839	TBX1
genic|chr22:19812076-19812576	chr22	19812076	19812576	TBX1
genic|chr22:19812045-19812545	chr22	19812045	19812545	TBX1
genic|chr22:19824351-19825172	chr22	19824351	19825172	TBX1
genic|chr22:19776233-19776733	chr22	19776233	19776733	TBX1
genic|chr22:19775983-19776887	chr22	19775983	19776887	TBX1
genic|chr22:19775422-19775922	chr22	19775422	19775922	TBX1
genic|chr22:19775343-19775843	chr22	19775343	19775843	TBX1
genic|chr22:19773944-19774444	chr22	19773944	19774444	TBX1
genic|chr22:19773373-19773873	chr22	19773373	19773873	TBX1
genic|chr22:19773372-19773872	chr22	19773372	19773872	TBX1
genic|chr22:19773350-19773850	chr22	19773350	19773850	TBX1
genic|chr22:19772822-19773322	chr22	19772822	19773322	TBX1
genic|chr22:19772813-19773313	chr22	19772813	19773313	TBX1
genic|chr22:19772804-19773304	chr22	19772804	19773304	TBX1
genic|chr22:19798857-19800235	chr22	19798857	19800235	TBX1
genic|chr22:19772789-19773289	chr22	19772789	19773289	TBX1
genic|chr22:19772787-19773287	chr22	19772787	19773287	TBX1
genic|chr22:19772784-19773284	chr22	19772784	19773284	TBX1
genic|chr22:19772762-19773262	chr22	19772762	19773262	TBX1
genic|chr22:19772583-19773269	chr22	19772583	19773269	TBX1
genic|chr22:19772347-19772847	chr22	19772347	19772847	TBX1
genic|chr22:19770555-19771055	chr22	19770555	19771055	TBX1
genic|chr22:19768688-19769188	chr22	19768688	19769188	TBX1
genic|chr22:19768422-19768922	chr22	19768422	19768922	TBX1
genic|chr22:19768194-19768694	chr22	19768194	19768694	TBX1
genic|chr22:19767994-19768919	chr22	19767994	19768919	TBX1
genic|chr22:19767909-19768409	chr22	19767909	19768409	TBX1
genic|chr22:19772797-19773297	chr22	19772797	19773297	TBX1
genic|chr22:19798851-19799791	chr22	19798851	19799791	TBX1
genic|chr22:19798070-19798570	chr22	19798070	19798570	TBX1
genic|chr22:19797045-19797545	chr22	19797045	19797545	TBX1
genic|chr22:19794976-19795476	chr22	19794976	19795476	TBX1
genic|chr22:19783520-19784020	chr22	19783520	19784020	TBX1
genic|chr22:19782885-19783385	chr22	19782885	19783385	TBX1
genic|chr22:19782773-19783273	chr22	19782773	19783273	TBX1
genic|chr22:19780910-19781410	chr22	19780910	19781410	TBX1
genic|chr22:19780351-19780851	chr22	19780351	19780851	TBX1
genic|chr22:19780341-19780841	chr22	19780341	19780841	TBX1
genic|chr22:19780300-19780800	chr22	19780300	19780800	TBX1
genic|chr22:19780299-19780799	chr22	19780299	19780799	TBX1
genic|chr22:19776363-19776863	chr22	19776363	19776863	TBX1
genic|chr22:19780291-19780791	chr22	19780291	19780791	TBX1
genic|chr22:19780285-19780785	chr22	19780285	19780785	TBX1
genic|chr22:19780110-19780825	chr22	19780110	19780825	TBX1
genic|chr22:19780069-19780830	chr22	19780069	19780830	TBX1
genic|chr22:19779743-19780243	chr22	19779743	19780243	TBX1
genic|chr22:19778926-19779426	chr22	19778926	19779426	TBX1
genic|chr22:19777910-19778410	chr22	19777910	19778410	TBX1
genic|chr22:19776704-19777204	chr22	19776704	19777204	TBX1
genic|chr22:19776679-19777179	chr22	19776679	19777179	TBX1
genic|chr22:19776668-19777168	chr22	19776668	19777168	TBX1
genic|chr22:19776652-19777152	chr22	19776652	19777152	TBX1
genic|chr22:19776456-19777191	chr22	19776456	19777191	TBX1
genic|chr22:19780298-19780798	chr22	19780298	19780798	TBX1
genic|chr22:23782463-23782963	chr22	23782463	23782963	SMARCB1
genic|chr22:23781030-23781530	chr22	23781030	23781530	SMARCB1
genic|chr22:23780384-23781912	chr22	23780384	23781912	SMARCB1
genic|chr22:23777834-23778334	chr22	23777834	23778334	SMARCB1
genic|chr22:23777782-23778282	chr22	23777782	23778282	SMARCB1
genic|chr22:23777775-23778275	chr22	23777775	23778275	SMARCB1
genic|chr22:23777774-23778274	chr22	23777774	23778274	SMARCB1
genic|chr22:23777771-23778271	chr22	23777771	23778271	SMARCB1
genic|chr22:23777762-23778262	chr22	23777762	23778262	SMARCB1
genic|chr22:23777761-23778261	chr22	23777761	23778261	SMARCB1
genic|chr22:23777760-23778260	chr22	23777760	23778260	SMARCB1
genic|chr22:19844807-19845307	chr22	19844807	19845307	TBX1
genic|chr22:23777757-23778257	chr22	23777757	23778257	SMARCB1
genic|chr22:23777756-23778256	chr22	23777756	23778256	SMARCB1
genic|chr22:23777755-23778255	chr22	23777755	23778255	SMARCB1
genic|chr22:23777750-23778250	chr22	23777750	23778250	SMARCB1
genic|chr22:23777739-23778239	chr22	23777739	23778239	SMARCB1
genic|chr22:23777728-23778228	chr22	23777728	23778228	SMARCB1
genic|chr22:23777726-23778226	chr22	23777726	23778226	SMARCB1
genic|chr22:23773562-23774062	chr22	23773562	23774062	SMARCB1
genic|chr22:23773558-23774058	chr22	23773558	23774058	SMARCB1
genic|chr22:23773549-23774049	chr22	23773549	23774049	SMARCB1
genic|chr22:23773543-23774043	chr22	23773543	23774043	SMARCB1
genic|chr22:20987229-20987983	chr22	20987229	20987983	LZTR1
genic|chr22:23777759-23778259	chr22	23777759	23778259	SMARCB1
genic|chr22:23832383-23833219	chr22	23832383	23833219	SMARCB1
genic|chr22:23832372-23833207	chr22	23832372	23833207	SMARCB1
genic|chr22:23832372-23833196	chr22	23832372	23833196	SMARCB1
genic|chr22:23832329-23833214	chr22	23832329	23833214	SMARCB1
genic|chr22:23831998-23833211	chr22	23831998	23833211	SMARCB1
genic|chr22:23831901-23833216	chr22	23831901	23833216	SMARCB1
genic|chr22:23831885-23833219	chr22	23831885	23833219	SMARCB1
genic|chr22:23831882-23833199	chr22	23831882	23833199	SMARCB1
genic|chr22:23826075-23827051	chr22	23826075	23827051	SMARCB1
genic|chr22:23804729-23805508	chr22	23804729	23805508	SMARCB1
genic|chr22:23800275-23801288	chr22	23800275	23801288	SMARCB1
genic|chr22:23791379-23791879	chr22	23791379	23791879	SMARCB1
genic|chr22:23787623-23788123	chr22	23787623	23788123	SMARCB1
genic|chr22:23791337-23791837	chr22	23791337	23791837	SMARCB1
genic|chr22:23791323-23792210	chr22	23791323	23792210	SMARCB1
genic|chr22:23791323-23791823	chr22	23791323	23791823	SMARCB1
genic|chr22:23791322-23792270	chr22	23791322	23792270	SMARCB1
genic|chr22:23791321-23792233	chr22	23791321	23792233	SMARCB1
genic|chr22:23791293-23791793	chr22	23791293	23791793	SMARCB1
genic|chr22:23791288-23791788	chr22	23791288	23791788	SMARCB1
genic|chr22:23791008-23791811	chr22	23791008	23791811	SMARCB1
genic|chr22:23790999-23791816	chr22	23790999	23791816	SMARCB1
genic|chr22:23789671-23790171	chr22	23789671	23790171	SMARCB1
genic|chr22:23789638-23790138	chr22	23789638	23790138	SMARCB1
genic|chr22:23789630-23790130	chr22	23789630	23790130	SMARCB1
genic|chr22:23791342-23791842	chr22	23791342	23791842	SMARCB1
genic|chr22:20979229-20979729	chr22	20979229	20979729	LZTR1
genic|chr22:20979228-20979728	chr22	20979228	20979728	LZTR1
genic|chr22:20979226-20979726	chr22	20979226	20979726	LZTR1
genic|chr22:20979225-20979725	chr22	20979225	20979725	LZTR1
genic|chr22:20979222-20980070	chr22	20979222	20980070	LZTR1
genic|chr22:20979220-20979720	chr22	20979220	20979720	LZTR1
genic|chr22:20979214-20979714	chr22	20979214	20979714	LZTR1
genic|chr22:20979213-20979713	chr22	20979213	20979713	LZTR1
genic|chr22:20979211-20979711	chr22	20979211	20979711	LZTR1
genic|chr22:20979210-20979710	chr22	20979210	20979710	LZTR1
genic|chr22:20979207-20979707	chr22	20979207	20979707	LZTR1
genic|chr22:20979203-20979703	chr22	20979203	20979703	LZTR1
genic|chr22:20980811-20981311	chr22	20980811	20981311	LZTR1
genic|chr22:20979186-20980123	chr22	20979186	20980123	LZTR1
genic|chr22:20979168-20979668	chr22	20979168	20979668	LZTR1
genic|chr22:20971721-20972752	chr22	20971721	20972752	LZTR1
genic|chr22:20968327-20969083	chr22	20968327	20969083	LZTR1
genic|chr22:20968287-20968787	chr22	20968287	20968787	LZTR1
genic|chr22:20967919-20969317	chr22	20967919	20969317	LZTR1
genic|chr22:19891445-19892757	chr22	19891445	19892757	TBX1
genic|chr22:19891182-19892757	chr22	19891182	19892757	TBX1
genic|chr22:19846202-19846702	chr22	19846202	19846702	TBX1
genic|chr22:19845711-19846211	chr22	19845711	19846211	TBX1
genic|chr22:19844962-19845802	chr22	19844962	19845802	TBX1
genic|chr22:19844866-19845821	chr22	19844866	19845821	TBX1
genic|chr22:20979201-20979701	chr22	20979201	20979701	LZTR1
genic|chr22:20979365-20979865	chr22	20979365	20979865	LZTR1
genic|chr22:20979353-20979853	chr22	20979353	20979853	LZTR1
genic|chr22:20979323-20979823	chr22	20979323	20979823	LZTR1
genic|chr22:20979318-20979818	chr22	20979318	20979818	LZTR1
genic|chr22:20979301-20979801	chr22	20979301	20979801	LZTR1
genic|chr22:20979298-20979798	chr22	20979298	20979798	LZTR1
genic|chr22:20979295-20979795	chr22	20979295	20979795	LZTR1
genic|chr22:20979293-20979793	chr22	20979293	20979793	LZTR1
genic|chr22:20979291-20979791	chr22	20979291	20979791	LZTR1
genic|chr22:20979290-20979790	chr22	20979290	20979790	LZTR1
genic|chr22:20979289-20979789	chr22	20979289	20979789	LZTR1
genic|chr22:20979288-20979788	chr22	20979288	20979788	LZTR1
genic|chr22:20979229-20980104	chr22	20979229	20980104	LZTR1
genic|chr22:20979287-20979787	chr22	20979287	20979787	LZTR1
genic|chr22:20979275-20979775	chr22	20979275	20979775	LZTR1
genic|chr22:20979273-20979773	chr22	20979273	20979773	LZTR1
genic|chr22:20979265-20979765	chr22	20979265	20979765	LZTR1
genic|chr22:20979262-20979762	chr22	20979262	20979762	LZTR1
genic|chr22:20979259-20979759	chr22	20979259	20979759	LZTR1
genic|chr22:20979247-20979747	chr22	20979247	20979747	LZTR1
genic|chr22:20979244-20979744	chr22	20979244	20979744	LZTR1
genic|chr22:20979242-20979742	chr22	20979242	20979742	LZTR1
genic|chr22:20979241-20980175	chr22	20979241	20980175	LZTR1
genic|chr22:20979238-20979738	chr22	20979238	20979738	LZTR1
genic|chr22:20979235-20979735	chr22	20979235	20979735	LZTR1
genic|chr22:20979287-20980118	chr22	20979287	20980118	LZTR1
genic|chr20:62474707-62475207	chr20	62474707	62475207	GATA5
genic|chr20:62474705-62475205	chr20	62474705	62475205	GATA5
genic|chr20:62474123-62474623	chr20	62474123	62474623	GATA5
genic|chr20:62474071-62474571	chr20	62474071	62474571	GATA5
genic|chr20:62474048-62474548	chr20	62474048	62474548	GATA5
genic|chr20:62474034-62474782	chr20	62474034	62474782	GATA5
genic|chr20:62474034-62474762	chr20	62474034	62474762	GATA5
genic|chr20:62474029-62474529	chr20	62474029	62474529	GATA5
genic|chr20:62474028-62474528	chr20	62474028	62474528	GATA5
genic|chr20:62474024-62474524	chr20	62474024	62474524	GATA5
genic|chr20:62474023-62474523	chr20	62474023	62474523	GATA5
genic|chr22:19767829-19768329	chr22	19767829	19768329	TBX1
genic|chr20:62474015-62474515	chr20	62474015	62474515	GATA5
genic|chr20:62474014-62474514	chr20	62474014	62474514	GATA5
genic|chr20:62474010-62474510	chr20	62474010	62474510	GATA5
genic|chr20:62474006-62474506	chr20	62474006	62474506	GATA5
genic|chr20:62474002-62474502	chr20	62474002	62474502	GATA5
genic|chr20:62473998-62474711	chr20	62473998	62474711	GATA5
genic|chr20:62473997-62474497	chr20	62473997	62474497	GATA5
genic|chr20:62473995-62474495	chr20	62473995	62474495	GATA5
genic|chr20:62473992-62474492	chr20	62473992	62474492	GATA5
genic|chr20:62473990-62474490	chr20	62473990	62474490	GATA5
genic|chr20:62473987-62474487	chr20	62473987	62474487	GATA5
genic|chr20:62473983-62474483	chr20	62473983	62474483	GATA5
genic|chr20:62474020-62474520	chr20	62474020	62474520	GATA5
genic|chr21:33552115-33552907	chr21	33552115	33552907	SON
genic|chr21:33552056-33552783	chr21	33552056	33552783	SON
genic|chr21:33551912-33552727	chr21	33551912	33552727	SON
genic|chr21:33551906-33552790	chr21	33551906	33552790	SON
genic|chr21:33551889-33552655	chr21	33551889	33552655	SON
genic|chr21:33551870-33553064	chr21	33551870	33553064	SON
genic|chr21:33551856-33552647	chr21	33551856	33552647	SON
genic|chr21:33551821-33552638	chr21	33551821	33552638	SON
genic|chr21:33551796-33552901	chr21	33551796	33552901	SON
genic|chr21:33550450-33550950	chr21	33550450	33550950	SON
genic|chr21:33550251-33551327	chr21	33550251	33551327	SON
genic|chr21:33550228-33550938	chr21	33550228	33550938	SON
genic|chr20:62474722-62475395	chr20	62474722	62475395	GATA5
genic|chr21:33549982-33551187	chr21	33549982	33551187	SON
genic|chr21:33549745-33551313	chr21	33549745	33551313	SON
genic|chr21:33549693-33551336	chr21	33549693	33551336	SON
genic|chr21:33549690-33551418	chr21	33549690	33551418	SON
genic|chr20:62652079-62652579	chr20	62652079	62652579	GATA5
genic|chr20:62651514-62652732	chr20	62651514	62652732	GATA5
genic|chr20:62650898-62651634	chr20	62650898	62651634	GATA5
genic|chr20:62474963-62475463	chr20	62474963	62475463	GATA5
genic|chr20:62474904-62475404	chr20	62474904	62475404	GATA5
genic|chr20:62474876-62475376	chr20	62474876	62475376	GATA5
genic|chr20:62474865-62475365	chr20	62474865	62475365	GATA5
genic|chr20:62474785-62475285	chr20	62474785	62475285	GATA5
genic|chr21:33550088-33551664	chr21	33550088	33551664	SON
genic|chr20:62472828-62473328	chr20	62472828	62473328	GATA5
genic|chr20:62472826-62473326	chr20	62472826	62473326	GATA5
genic|chr20:62472823-62473323	chr20	62472823	62473323	GATA5
genic|chr20:62472821-62473321	chr20	62472821	62473321	GATA5
genic|chr20:62472810-62473310	chr20	62472810	62473310	GATA5
genic|chr20:62472805-62473305	chr20	62472805	62473305	GATA5
genic|chr20:62472804-62473304	chr20	62472804	62473304	GATA5
genic|chr20:62472803-62473728	chr20	62472803	62473728	GATA5
